y,treatment,treatment_confounding,confounder
2.947331357564826,1,1.4761727852374242,0.4134886298037214
2.234152322454515,1,0.7992145927883793,-0.17435369153052183
-0.8625162122640551,0,-0.35136406740537307,-0.3051099334063571
4.92920519731571,1,1.3522183721940733,0.30585177613123754
1.9238829514681404,0,0.8597525957166021,0.7465733737718673
0.1384003608418105,1,1.005101932321176,0.004430305700445522
1.977049994245588,1,1.2579084128401932,0.22395693232861086
-0.7092292056743619,0,-0.21153864762616403,-0.18369135798859657
1.5531298787970933,1,0.9359975207243076,-0.05557708940999591
3.378348046553538,1,1.5377144606697446,0.4669288595674771
-0.5165706829211408,0,-0.2888172269115885,-0.250796860135209
-0.391422826170275,0,-0.4558243676040959,-0.3958189107716192
1.3069762295425171,0,0.3625981996021791,0.3148651862748617
-1.5274990262600872,0,0.37368574251881603,0.3244931471130777
2.3141748910719127,1,1.1849382004144648,0.16059263666153142
1.6291717336434706,1,1.6061072813626813,0.5263183387512433
1.8630808492276152,1,0.9870990510189889,-0.011202647195946398
-0.9192836242168153,0,0.03380988876736675,0.029359100338470927
0.6347369732667143,0,0.1571655467366886,0.136476020023075
0.36856701857051644,0,0.1334235140294482,0.11585942689296341
5.181579984735042,1,1.8706963105505696,0.7560764402887906
2.810551616989991,1,1.0748345400880335,0.06498320022124744
3.042222530886519,1,1.3599262287196006,0.3125449579599193
0.15203553133486647,1,0.8484798811455797,-0.1315737653960473
-0.31396310988364073,0,-0.10627679755196295,-0.09228634806959334
-3.1388569126891794,0,-0.2946272376686445,-0.2558420316812522
1.126169698469535,1,0.39373215981776954,-0.5264577613481589
1.6631365201421293,1,0.8078649324111049,-0.16684209660357907
0.3589602514413961,0,0.17738366804973354,0.15403259515318876
1.8490345502674468,0,-0.15513692964315276,-0.13471445336406423
2.4901459147122207,1,0.6357703021028815,-0.3162819114960757
0.024309879763632768,0,-0.019993309856521858,-0.017361358217253958
2.2569075912751675,1,0.7833850793281679,-0.18809938224205378
-0.9715553133598769,0,-0.18532447367452168,-0.16092806028501938
2.700787625569642,0,0.37185031156893805,0.32289933526138614
4.305380614419313,1,1.4492556680582025,0.3901149254557228
-0.03407720590369723,0,0.11489085792291702,0.09976643960413238
1.0142840153916026,1,0.5538922894063263,-0.387381370202162
0.7066763310291339,1,0.7655275797921104,-0.2036060916630959
0.2451536235560951,0,0.24032804149252784,0.2086908694931168
0.24311272259201522,0,-0.2168383521838988,-0.18829340086857688
2.4742459679718305,1,1.0287291302615222,0.024947181098067983
1.2197379859402648,1,0.793630295690051,-0.17920286272885766
1.3776610511535006,0,0.05849585811566576,0.050795368763839534
1.0737763282974098,0,0.24042418581245703,0.20877435721930238
-1.9850931018909639,0,-0.42656381977532476,-0.3704102687741724
1.895204596562865,0,0.2465947510214787,0.21413261924622756
-0.11806594732036704,0,-0.028899474303074896,-0.025095100774539456
0.7562889129989712,1,1.073774120666972,0.06406237612750315
6.862524180413302,1,1.8003573522989935,0.6949970162415645
